X,X,,,X,,,,,,,,X,Game designer ,5 years,No,Part Time Freelancer - You work 1 to 34 hours a week for one or multiple projects (which can include your own),Yes,0,,,5000,,,X,,X,X,,,,X,,,,,No,Yes,No - We should join a union for all game developers,,
X,,,,X,,,,,,,,,,3 years,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,No,10000,2230,15,18000,,,,,X,,,,X,,,,,"Over-specialisation. Experiences as a writer are hard to highlight in a CV when looking for another design position. As writers positions are less common than other LD and GD positions, we are kept in a precarious speciality",No,Yes,No - We should join a union for all game developers,,"Including journalists in these surveys always seems nebulous to me. Journalism and game development are two different industries with different concerns. Even if some people work in both industries, it would be better to tell them only their work as game writers is taken into account here, so they don't include problems from the press industry in their answers."
X,,,,X,,,,,,,X,,,2 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,No,1500,,,1600,,X,,,,,,,,,,,,"During my last job, I've been payed less than the Syntec collective agreement minimum (t/n : Syntec is the main collective agreement found in video game studios in France, accounting for more than 60% of all studios and including the bigger ones. It is frequent that studios breach the law by not respecting its salary grid.). I was able to win in court against my former bosses but they have yet to pay back what they owe me.",No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,"Don't forget to include in your reflexion elements linked to autism, ADHD, dys- disorders (t/n : dyslexia, dysgraphia, dyscalculia, dysorthography, developmental language disorder, dyspraxia) or giftedness, which are also marginalised in their own way, and are often misunderstood. But maybe there's other priorities."
X,X,,,,,,,,,,,,,3 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,No,0,2000,0,0,X,X,X,,,,,,,,,,,,No,Yes,No - We should join a union for all game developers,,
X,,,,X,,,,,,X,,,,1 - 6 months,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,Yes,0,550,,2800,,,,,,X,,,,,,X,,,No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,"Hard to answer as an intern + hard to answer when you don't just do game writing, or writing in general. Love "
X,X,,,,,,,,,,,X,scriptdoctor,8 years,No,Part Time Freelancer - You work 1 to 34 hours a week for one or multiple projects (which can include your own),No,8000,,50,10000,,,,,,,,,,,,X,X,The people I have to work with lack knowledge of dramaturgy and writing techniques + really low funding for writing ,No,Yes,Other,Create a union for scenarists in France (the French Guild of Scenarists IS NOT a union),Very good initiative !
X,,,,,,,,X,,,,,,7 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),No,22000,,,20000,X,X,X,,X,X,,,,,,,,,Yes,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,X,X,,,,,,,,,,4 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,No,1706.85,1872,,2000,X,X,X,,,,X,,X,X,,,,"I think writers face similar problems as other workers, in that passion work which characterise the video game industry leads to accepting harsh working conditions and a strong disempowerement feeling subsists for a long time when facing hierarchy and bosses. However the recent sensibilisation of the wider public on the controversies linked to overwork in the industry, as well as a better sensibilisation of the workers on their rights and the fishy behaviours of some companies, is starting to better the situation step by step. I would however add that I think writers have one added problem to take into account : reduced professionnal mobility. Where it's easy for a programmer or a level designer to seek a job elsewhere, after growing tired of a complicated production (the famous turn over which paralyses the industry), because they are judged on relatively objective criterias, it is harder for a writer to sell its work. On one hand, because the appreciation of writing work is more subjective, and on the other because it is more difficult to claim personnal work in a game made by multiple people (when our work is not simply stolen by the project leads).",No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,"Thanks for this initiative. It could have been improved by approaching two important subjects : writers' experiences and studies before they ended up in the video game industry (the paths leading to it being sometimes more diverse than for other positions) and the precise nature of their work at their companies. Indeed, on that last point, I realised with my colleagues that the nature of the work required could change a lot depending on the project or the studio, as if this narrative employee expression gathered a lot of different activities and specialities, which brings up even more questions on the regularisation of their working conditions."
X,,,X,,,,,,,X,,,,1 - 6 months,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,No,0,,3.75,3600,,X,,,,,,,,,,,,,No,Yes,No - We should join a union for all game developers,,
X,X,,,X,,,,,,,,X,Game auteur (writer). I’m surprised it was not in the list,4 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),No,15750,1900,,20000,,,,,,,,,,,,X,X,Financial complexity (industry often misunderstood by the Agessa and the fiscal administration) (t/n : basic info on the Agessa https://en.wikipedia.org/wiki/Agessa),Maybe / I don't know,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,Thank you
X,X,,,X,,,X,,,,,,,3 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,Yes,0,2200,,2200,,,,,X,X,,X,,X,,,,,Maybe / I don't know,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,,,,X,,,,X,,,9 years,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,No,20160,,,33000,X,X,X,,X,,X,X,,X,,,,,Yes,Yes,No - We should join a union for all game developers,,
X,,,,X,,,,,,,,,,1 year,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,Yes,12000,1800,40,20000,,X,X,,X,,,X,,,,,,Finding a stable job and having our work valued in itself and not seen as something anyone can do,No,Yes,No - We should form our own specific guild or union for French game writers,,
X,X,,,X,,,,,,,,,,9 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),Yes,19000,,40,25000,X,X,X,,,X,,X,X,,,,,"The job isn't well known and understood by most teams. The work is generaly literally badly payed, in the sense that it is payed later, without taking into account overtime, retouching, rewriting, etc.",No,Yes,No - We should join a union for all game developers,,
X,,,,X,,,,,,,,,,1 year,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,Yes,13916,1816,,19200,,,X,,X,,,,,X,,,,,No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,X,,,,,,,,,,3 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,Yes,20000,1900,20000,20000,,X,X,,,,,,X,X,X,,,,No,Yes,No - We should join a union for all game developers,,
X,,,,X,,,,,,,,,,2 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,No,31000,33000,,35000,,,X,,,X,,,,,,,,,No,Yes,No - We should join a union for all game developers,,
X,,X,,X,,,,,,,,,,6 years,No,Part Time Freelancer - You work 1 to 34 hours a week for one or multiple projects (which can include your own),Yes,0,,75,3000,,,X,,X,X,X,,X,X,,,,,Yes,Yes,No - We should join a union for all game developers,,
X,,,,,,X,,,,,,,,5 years,No,Solo developer - You work primarily on your own projects with no other permanent paid team,No,0,0,,0,,,,,,,,,,,,X,,,Yes,Yes,No - We should join a union for all game developers,,
X,,,,,,,,X,,,,,,1 year,Yes,Part Time Freelancer - You work 1 to 34 hours a week for one or multiple projects (which can include your own),Yes,1030,,40,12000,,,X,,,,,X,,,,,,"The wages for localisation tends to be really low for very high quality requirements, whichh take much more time",No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,X,,,,,,,,,,1 year,No,Part Time Freelancer - You work 1 to 34 hours a week for one or multiple projects (which can include your own),Yes,3605,7210,28.5,7210,,,,,,,,,X,X,,,,"Late answers and feedback from my employer, which means my income isn't regular (t/n : instead of ""answers and feedback"", the person could have meant ""late payment"")",No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,,,,,X,,,,,,15 to 20 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),Yes,0,,35,50000,X,,X,,,,,X,,,,,,,No,Yes,No - We should join a union for all game developers,,"It is about time that, just as cinema and TV writers, we get royalties on our work, which is not the case today."
X,X,X,,X,,,,,,,X,,,8 years,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,No,20760,0,0,0,X,X,X,,X,X,X,,,X,,,,,Yes,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,X,,,,,,,,,,4 years,Yes,Full-time unlimited term contract (CDI) – You work 35 hours or more a week for a studio with a CDI.,No,31000,33000,,35000,,,X,,,,,,X,,,,,,No,Yes,No,,
X,,,,,,,,X,,,,,,15 to 20 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),Yes,45000,,35,35000,X,,X,,,,,X,,X,,,,The constant decrease of localisation rates,No,Yes,No - We should form our own specific guild or union for French game writers,,
X,,,,,,X,,,X,,,,,7 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),No,11274,,,9625,X,,X,,X,X,,X,X,X,,,,,Yes,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,,,X,,,,,,,,9 years,No,Part Time Freelancer - You work 1 to 34 hours a week for one or multiple projects (which can include your own),No,0,5400,60,5400,,,,,,,,,,,,X,,,No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,,,X,,,,,,,,3 years,Yes,Full-time Freelancer – You work 35 or more hours for one or multiple projects (including your own),No,23000,27000,18,29000,,,,,,,,X,X,,,,,,Yes,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,X,,,,,,,,,,2 years,Yes,Full-time fixed term contract (CDD) – You work 35 hours or more a week for a studio with a CDD.,Yes,19200,,,21600,,,X,,X,X,X,,,,X,,,,No,Yes,No - We should join a union for all game developers,,
X,,,,,,,,X,,,,,,8 years,Yes,Part-time unlimited term contract (CDI) – You work 1 to 34 hours a week for a studio with a CDI.,No,16800,1400,,16800,X,,,,X,,,,,,,,,,No,Yes,Unsure/Don't know enough about the options to feel comfortable making a choice,,
X,,,,,X,,,X,,,,,,9 years,Yes,"Full time executive - You run a company/studio as a writer, narrative lead, editor, etc. (with hiring power) for 35 or more hours per week",Yes,789000,334000,120,400000,,,,,,,,X,,X,X,,,,Yes,Yes,Yes,,
